Filename,Original Phrase,Rearranged Phrase,Target Word,Reversed,Position,Hamming Distance,Context,Original Window,Variation Window,Similarity,Token
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,2,This occurs only with heavy exertion.,This occurs only with heavy exertion. Dr. Bridges documented normal,only heavy with normal documented Dr. Bridges exertion. occurs This,0.64041036,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,2,This occurs only with heavy exertion.,This occurs only with heavy exertion. Dr. Bridges documented normal,exertion. heavy with normal documented Dr. Bridges occurs only This,0.64708877,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,3,This occurs only with heavy exertion.,This occurs only with heavy exertion. Dr. Bridges documented normal,only exertion. with normal documented Dr. Bridges heavy occurs This,0.6460476,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,3,This occurs only with heavy exertion.,This occurs only with heavy exertion. Dr. Bridges documented normal,heavy with exertion. normal documented Dr. Bridges only occurs This,0.6515112,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,4,This occurs only with heavy exertion.,This occurs only with heavy exertion. Dr. Bridges documented normal,This with heavy normal documented Dr. Bridges only occurs exertion.,0.6648759,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,4,This occurs only with heavy exertion.,This occurs only with heavy exertion. Dr. Bridges documented normal,exertion. with This normal documented Dr. Bridges heavy occurs only,0.6249853,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,5,This occurs only with heavy exertion.,This occurs only with heavy exertion. Dr. Bridges documented normal,This exertion. with normal documented Dr. Bridges occurs only heavy,0.6744543,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,5,This occurs only with heavy exertion.,This occurs only with heavy exertion. Dr. Bridges documented normal,only This with normal documented Dr. Bridges occurs exertion. heavy,0.6737654,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,6,This occurs only with heavy exertion.,This occurs only with heavy exertion. Dr. Bridges documented normal,occurs with This normal documented Dr. Bridges exertion. heavy only,0.55608594,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Bridges Dr. documented normal,Bridges,True,0,6,This occurs only with heavy exertion.,This occurs only with heavy exertion. Dr. Bridges documented normal,only exertion. heavy normal documented Dr. Bridges with This occurs,0.6802405,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Dr. Bridges documented normal,Bridges,True,1,2,This occurs only with heavy exertion.,This occurs only with heavy exertion. Dr. Bridges documented normal,only heavy with normal documented Bridges Dr. exertion. occurs This,0.3500709,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Dr. Bridges documented normal,Bridges,True,1,2,This occurs only with heavy exertion.,This occurs only with heavy exertion. Dr. Bridges documented normal,exertion. heavy with normal documented Bridges Dr. occurs only This,0.35795924,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Dr. Bridges documented normal,Bridges,True,1,3,This occurs only with heavy exertion.,This occurs only with heavy exertion. Dr. Bridges documented normal,only exertion. with normal documented Bridges Dr. heavy occurs This,0.38572007,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Dr. Bridges documented normal,Bridges,True,1,3,This occurs only with heavy exertion.,This occurs only with heavy exertion. Dr. Bridges documented normal,heavy with exertion. normal documented Bridges Dr. only occurs This,0.37519407,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Dr. Bridges documented normal,Bridges,True,1,4,This occurs only with heavy exertion.,This occurs only with heavy exertion. Dr. Bridges documented normal,This with heavy normal documented Bridges Dr. only occurs exertion.,0.33595237,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Dr. Bridges documented normal,Bridges,True,1,4,This occurs only with heavy exertion.,This occurs only with heavy exertion. Dr. Bridges documented normal,exertion. with This normal documented Bridges Dr. heavy occurs only,0.42072767,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Dr. Bridges documented normal,Bridges,True,1,5,This occurs only with heavy exertion.,This occurs only with heavy exertion. Dr. Bridges documented normal,This exertion. with normal documented Bridges Dr. occurs only heavy,0.35503367,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Dr. Bridges documented normal,Bridges,True,1,5,This occurs only with heavy exertion.,This occurs only with heavy exertion. Dr. Bridges documented normal,only This with normal documented Bridges Dr. occurs exertion. heavy,0.363625,['bridges']
Note_1_short.txt,Dr. Bridges documented normal,Dr. Bridges documented normal,Bridges,True,1,6,This occurs only with heavy exertion.,This occurs only with heavy exertion. Dr. Bridges documented normal,occurs with This normal documented Bridges Dr. exertion. heavy only,0.3842502,['bridges']
